game_date,game_pk,player_name,batter,plate_appearances,hits,starting_pitcher_id,starting_pitcher_hand,starting_pitcher_rest_days,batter_rest_days,hits_vs_L,hits_vs_R,pas_vs_L,pas_vs_R
2026-09-13,824628,"O'Hearn, Ryan",656811,4,0,571510,L,6.0,1.0,0,0,4,0
2026-09-15,823333,"Cruz, Oneil",665833,4,0,694819,R,7.0,2.0,0,0,2,2
2026-09-15,823333,"Gonzales, Nick",693304,4,2,694819,R,7.0,2.0,1,1,2,2
2026-09-15,823333,"Griffin, Konnor",804606,5,1,694819,R,7.0,2.0,0,1,1,4
2026-09-15,823333,"Horwitz, Spencer",687462,2,0,694819,R,7.0,3.0,0,0,0,2
2026-09-15,823333,"Lowe, Brandon",664040,5,1,694819,R,7.0,2.0,1,0,1,4
2026-09-15,823333,"Mangum, Jake",663968,4,0,694819,R,7.0,2.0,0,0,1,3
2026-09-15,823333,"O'Hearn, Ryan",656811,4,1,694819,R,7.0,2.0,0,1,2,2
2026-09-15,823333,"Simon, Ronny",682927,1,1,656730,R,7.0,6.0,0,1,0,1
2026-09-16,823332,"Cruz, Oneil",665833,5,2,701656,R,7.0,1.0,1,1,2,3
2026-09-16,823332,"Griffin, Konnor",804606,5,2,701656,R,7.0,1.0,0,2,0,5
2026-09-16,823332,"Horwitz, Spencer",687462,1,0,656730,R,1.0,1.0,0,0,0,1
2026-09-16,823332,"Lowe, Brandon",664040,4,2,701656,R,7.0,1.0,1,1,1,3
2026-09-16,823332,"Mangum, Jake",663968,4,1,701656,R,7.0,1.0,0,1,0,4
2026-09-16,823332,"O'Hearn, Ryan",656811,4,2,701656,R,7.0,1.0,0,2,1,3
2026-09-16,823332,"Simon, Ronny",682927,4,2,701656,R,7.0,1.0,1,1,1,3
2026-09-17,823334,"Cruz, Oneil",665833,5,1,690986,L,5.0,1.0,1,0,4,1
2026-09-17,823334,"Davis, Henry",680779,4,1,690986,L,5.0,4.0,1,0,2,2
2026-09-17,823334,"Gonzales, Nick",693304,4,0,668831,R,6.0,2.0,0,0,1,3
2026-09-17,823334,"Griffin, Konnor",804606,5,1,690986,L,5.0,1.0,1,0,3,2
2026-09-17,823334,"Lowe, Brandon",664040,4,1,690986,L,5.0,1.0,0,1,2,2
2026-09-17,823334,"Simon, Ronny",682927,4,1,690986,L,5.0,1.0,1,0,2,2
2026-09-18,823331,"Cruz, Oneil",665833,5,3,677976,R,6.0,1.0,1,2,1,4
2026-09-18,823331,"Davis, Henry",680779,4,1,677976,R,6.0,1.0,0,1,1,3
2026-09-18,823331,"Gonzales, Nick",693304,4,1,677976,R,6.0,1.0,1,0,1,3
2026-09-18,823331,"Griffin, Konnor",804606,5,4,677976,R,6.0,1.0,1,3,1,4
2026-09-18,823331,"Horwitz, Spencer",687462,4,2,677976,R,6.0,2.0,1,1,1,3
2026-09-18,823331,"Lowe, Brandon",664040,5,1,677976,R,6.0,1.0,0,1,2,3
2026-09-18,823331,"O'Hearn, Ryan",656811,5,0,677976,R,6.0,2.0,0,0,1,4
2026-09-18,823331,"Simon, Ronny",682927,4,1,677976,R,6.0,1.0,0,1,1,3
2026-09-19,823330,"Cruz, Oneil",665833,4,2,702070,L,6.0,1.0,2,0,3,1
2026-09-19,823330,"Gonzales, Nick",693304,4,1,702070,L,6.0,1.0,1,0,3,1
2026-09-19,823330,"Griffin, Konnor",804606,4,0,702070,L,6.0,1.0,0,0,3,1
2026-09-19,823330,"Lowe, Brandon",664040,4,2,702070,L,6.0,1.0,1,1,3,1
2026-09-19,823330,"Mangum, Jake",663968,3,1,702070,L,6.0,3.0,1,0,2,1
2026-09-19,823330,"O'Hearn, Ryan",656811,4,0,702070,L,6.0,1.0,0,0,3,1
2026-09-19,823330,"Simon, Ronny",682927,4,1,702070,L,6.0,1.0,1,0,3,1
2026-09-20,823329,"Cruz, Oneil",665833,4,1,608379,R,5.0,1.0,0,1,1,3
2026-09-20,823329,"Gonzales, Nick",693304,4,0,608379,R,5.0,1.0,0,0,0,4
2026-09-20,823329,"Griffin, Konnor",804606,5,1,608379,R,5.0,1.0,0,1,1,4
2026-09-20,823329,"Horwitz, Spencer",687462,4,1,608379,R,5.0,2.0,0,1,0,4
2026-09-20,823329,"Lowe, Brandon",664040,5,1,608379,R,5.0,1.0,1,0,2,3
2026-09-20,823329,"Mangum, Jake",663968,4,0,608379,R,5.0,1.0,0,0,0,4
2026-09-20,823329,"O'Hearn, Ryan",656811,4,1,608379,R,5.0,1.0,0,1,0,4
2026-09-22,823328,"Cruz, Oneil",665833,4,0,669467,R,7.0,2.0,0,0,0,4
2026-09-22,823328,"Griffin, Konnor",804606,4,2,669467,R,7.0,2.0,1,1,1,3
2026-09-22,823328,"Horwitz, Spencer",687462,3,1,669467,R,7.0,2.0,0,1,1,2
2026-09-22,823328,"Lowe, Brandon",664040,4,0,669467,R,7.0,2.0,0,0,1,3
2026-09-22,823328,"O'Hearn, Ryan",656811,4,1,669467,R,7.0,2.0,0,1,0,4
2026-09-22,823328,"Simon, Ronny",682927,3,0,669467,R,7.0,3.0,0,0,0,3
2026-09-23,823327,"Gonzales, Nick",693304,4,1,669461,L,,,1,0,2,2
2026-09-23,823327,"Griffin, Konnor",804606,4,0,669461,L,,,0,0,3,1
2026-09-23,823327,"Lowe, Brandon",664040,4,2,669461,L,,,2,0,3,1
2026-09-23,823327,"Mangum, Jake",663968,3,0,669461,L,,,0,0,2,1
2026-09-23,823327,"O'Hearn, Ryan",656811,3,2,669461,L,,,2,0,2,1
2026-09-23,823327,"Simon, Ronny",682927,4,0,669461,L,,,0,0,2,2
