game_date,game_pk,player_name,batter,plate_appearances,hits,singles,doubles,triples,home_runs,strikeouts,total_bases,target_hit
2026-08-06,823754,"Reynolds, Bryan",668804,4,0,0,0,0,0,3,0,0
2026-08-06,823754,"Simon, Ronny",682927,4,0,0,0,0,0,0,0,0
2026-08-07,823349,"Gonzales, Nick",693304,4,2,1,1,0,0,0,3,1
2026-08-07,823349,"Gonzalez, Jacob",694378,1,1,1,0,0,0,0,1,1
2026-08-07,823349,"Horwitz, Spencer",687462,4,1,1,0,0,0,0,1,1
2026-08-07,823349,"Lowe, Brandon",664040,5,1,1,0,0,0,1,1,1
2026-08-07,823349,"Mangum, Jake",663968,5,0,0,0,0,0,1,0,0
2026-08-07,823349,"Reynolds, Bryan",668804,6,2,1,1,0,0,1,3,1
2026-08-07,823349,"Simon, Ronny",682927,4,2,2,0,0,0,0,2,1
2026-08-07,823349,"Valdez, Esmerlyn",699013,4,0,0,0,0,0,0,0,0
2026-08-08,823348,"Davis, Henry",680779,6,2,2,0,0,0,1,2,1
2026-08-08,823348,"Gonzales, Nick",693304,5,1,0,1,0,0,1,2,1
2026-08-08,823348,"Gonzalez, Jacob",694378,5,1,1,0,0,0,0,1,1
2026-08-08,823348,"Horwitz, Spencer",687462,5,0,0,0,0,0,0,0,0
2026-08-08,823348,"Lowe, Brandon",664040,5,1,0,0,0,1,3,4,1
2026-08-08,823348,"Mangum, Jake",663968,5,3,1,2,0,0,1,5,1
2026-08-08,823348,"Reynolds, Bryan",668804,5,1,1,0,0,0,1,1,1
2026-08-08,823348,"Simon, Ronny",682927,5,2,1,1,0,0,0,3,1
2026-08-08,823348,"Valdez, Esmerlyn",699013,5,1,1,0,0,0,1,1,1
