Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
1,James Wood*,23,WSN,NL,2.7,82,382,315,70,82,19,0,20,49,13,1,61,115,.260,.385,.511,.896,150,.390,146,161,2,4,0,2,8,*9D7,,woodja03
2,Taylor Ward,32,BAL,AL,1.8,81,373,304,52,78,18,0,5,22,2,2,64,78,.257,.389,.365,.754,114,.345,119,111,7,3,0,2,1,*7D,,wardta01
3,Gunnar Henderson*,25,BAL,AL,1.2,81,371,335,45,76,14,2,16,39,6,4,30,88,.227,.299,.424,.723,101,.320,102,142,3,5,0,1,1,*6/D,,hendegu01
4,Nick Kurtz*,23,ATH,AL,3.7,80,366,291,56,81,15,1,19,62,7,1,73,111,.278,.426,.533,.959,160,.418,160,155,5,2,0,0,9,*3/D,,kurtzni01
5,Alex Bregman,32,CHC,NL,2.1,79,361,312,37,76,11,1,6,26,2,1,40,58,.244,.338,.343,.681,96,.313,100,107,9,6,0,3,2,*5/DH,,bregmal01
6,Nico Hoerner,29,CHC,NL,1.4,79,360,318,34,76,21,0,4,35,12,2,34,26,.239,.317,.343,.659,89,.311,95,109,7,4,0,4,0,*4/6H,,hoernni01
7,Yordan Alvarez*,29,HOU,AL,3.7,82,358,296,57,94,16,0,25,56,1,0,55,60,.318,.430,.625,1.055,191,.446,190,185,2,5,0,2,13,*D7,,alvaryo01
8,Zach Neto,25,LAA,AL,2.0,79,358,311,56,71,16,2,17,39,11,7,39,117,.228,.327,.457,.783,119,.342,119,142,2,7,0,1,1,*6/H,,netoza01
9,Michael Busch*,28,CHC,NL,1.7,80,357,292,32,70,13,2,9,44,2,0,54,80,.240,.370,.390,.760,119,.350,125,114,4,8,0,3,1,*3/H,,buschmi02
10,Pete Alonso,31,BAL,AL,1.9,82,355,308,51,78,14,0,18,55,2,0,40,83,.253,.341,.474,.815,127,.354,123,146,8,3,0,4,2,*3/D,,alonspe01
11,Bo Bichette,28,NYM,NL,-0.1,81,354,327,42,83,12,1,10,45,1,0,21,65,.254,.299,.388,.688,91,.301,86,127,9,2,0,4,0,65/D,,bichebo01
12,Iván Herrera,26,STL,NL,2.4,78,354,283,53,74,13,1,10,35,5,0,48,55,.261,.404,.420,.824,135,.382,145,119,8,21,0,2,4,D2,,herreiv01
13,Julio Rodríguez,25,SEA,AL,2.0,81,354,324,42,80,15,0,14,38,11,3,26,74,.247,.308,.423,.731,107,.329,109,137,7,3,0,1,1,*8/D,,rodriju01
14,Pete Crow-Armstrong*,24,CHC,NL,5.1,81,350,307,49,88,13,4,17,45,18,5,32,90,.287,.367,.521,.888,151,.388,150,160,2,8,1,2,1,*8/H,,crowape01
15,Bryan Reynolds#,31,PIT,NL,3.1,81,348,289,54,84,19,2,11,52,5,0,52,74,.291,.405,.484,.890,144,.399,150,140,4,5,0,2,2,*79/DH,,reynobr01
16,Trea Turner,33,PHI,NL,-0.2,79,348,324,50,75,13,0,7,23,15,2,21,79,.231,.282,.336,.618,68,.287,64,109,4,2,0,1,0,*6/DH,,turnetr01
17,Daylen Lile*,23,WSN,NL,1.0,80,346,314,43,79,17,3,8,38,7,5,24,58,.252,.309,.401,.711,98,.309,95,126,4,4,0,4,1,*7D/9,,lileda01
18,Matt Olson*,32,ATL,NL,3.0,79,345,307,53,83,19,0,20,52,2,0,34,79,.270,.342,.528,.870,142,.374,139,162,2,1,0,3,2,*3/9,,olsonma02
19,Kevin McGonigle*,21,DET,AL,4.0,78,344,294,47,83,18,3,6,28,9,0,48,46,.282,.387,.425,.812,125,.372,129,125,2,2,0,0,0,65/D,,mcgonke01
20,Andy Pages,25,LAD,NL,3.7,80,343,312,46,83,18,1,15,58,8,4,23,69,.266,.318,.474,.792,119,.348,120,148,8,3,0,5,0,*8/H,,pagesan01
21,Kyle Schwarber*,33,PHI,NL,2.5,77,343,290,52,74,9,1,29,52,1,0,49,117,.255,.370,.593,.963,157,.410,157,172,1,4,0,0,3,*D/37H,,schwaky01
22,Sal Stewart,22,CIN,NL,1.1,79,343,297,41,74,17,0,14,55,11,3,42,74,.249,.341,.448,.789,115,.352,115,133,6,1,0,3,3,35/D4,,stewasa02
23,Junior Caminero,22,TBR,AL,2.7,78,342,295,49,84,12,0,19,43,0,2,45,61,.285,.377,.519,.896,145,.382,143,153,13,0,0,2,5,*5/3,,caminju01
24,Jo Adell,27,LAA,AL,-0.1,81,341,319,37,79,14,0,10,41,3,0,10,79,.248,.290,.386,.676,89,.300,86,123,7,10,0,2,0,*9/7D8,,adelljo01
25,Freddie Freeman*,36,LAD,NL,2.2,78,341,294,45,83,19,1,13,43,2,0,41,57,.282,.372,.486,.859,139,.374,137,143,11,3,0,3,1,*3,,freemfr01
26,Cody Bellinger*,30,NYY,AL,4.0,79,340,288,46,77,16,3,11,49,10,4,47,46,.267,.365,.458,.823,128,.367,131,132,2,0,0,5,0,*78/93DH,,bellico01
27,Rafael Devers*,29,SFG,NL,0.5,80,340,310,36,73,23,1,12,38,0,0,27,101,.235,.297,.432,.729,106,.314,101,134,7,1,0,2,2,*3D,,deverra01
28,Otto Lopez,27,MIA,NL,3.8,80,340,315,51,107,21,3,6,35,16,3,16,48,.340,.374,.483,.856,141,.387,146,152,7,4,0,5,0,*6/DH,,lopezot01
29,Brandon Nimmo*,33,TEX,AL,1.6,79,340,306,32,81,19,3,8,28,3,1,26,70,.265,.332,.425,.757,121,.332,118,130,8,6,0,2,1,*9/D8H,,nimmobr01
30,Shohei Ohtani*,31,LAD,NL,2.9,73,340,275,56,81,15,2,17,46,6,2,54,78,.295,.414,.549,.963,168,.412,166,151,5,5,0,4,9,*D1/H,,ohtansh01
31,Ozzie Albies#,29,ATL,NL,2.2,79,339,303,51,85,14,0,12,42,1,3,24,39,.281,.333,.446,.779,118,.336,116,135,3,4,0,8,1,*4,,albieoz01
32,Riley Greene*,25,DET,AL,1.5,81,339,291,40,85,16,0,9,34,1,1,44,92,.292,.386,.440,.826,129,.369,131,128,8,2,0,2,0,*7/DH,,greenri03
33,Xavier Edwards#,26,MIA,NL,2.5,81,338,294,44,86,11,5,6,28,11,3,40,43,.293,.374,.425,.799,127,.359,128,125,8,0,1,3,4,*4/D,,edwarxa01
34,Bryce Harper*,33,PHI,NL,2.1,81,338,283,54,76,14,2,18,47,5,3,50,64,.269,.373,.523,.896,141,.385,141,148,8,0,0,5,2,*3/D,,harpebr03
35,Fernando Tatis Jr.,27,SDP,NL,1.0,78,338,300,35,85,14,1,3,28,19,8,30,68,.283,.347,.367,.714,101,.326,103,110,6,2,1,5,1,94/HD,,tatisfe02
36,JJ Wetherholt*,23,STL,NL,3.6,74,338,290,49,76,8,0,12,34,8,0,35,53,.262,.361,.414,.775,120,.351,121,120,1,11,0,2,2,*4/6H,,wethejj01
37,Jonathan Aranda*,28,TBR,AL,1.0,77,337,282,40,81,12,0,12,54,0,0,44,78,.287,.386,.457,.843,133,.368,130,129,7,5,0,6,3,*3/DH,,arandjo01
38,Alec Burleson*,27,STL,NL,1.8,77,337,302,42,87,20,1,13,57,2,0,29,49,.288,.353,.490,.843,137,.363,133,148,9,3,0,3,2,*3/HD,,burleal01
39,Ian Happ#,31,CHC,NL,2.1,77,337,288,54,66,15,2,16,38,4,0,44,106,.229,.338,.462,.800,127,.359,131,133,7,4,0,1,3,*7/D,,happia01
40,Miguel Vargas,26,CHW,AL,2.8,78,337,283,52,68,12,1,17,45,10,2,46,58,.240,.354,.470,.824,129,.369,131,133,4,5,0,2,1,*53/DH,,vargami01
41,Christian Walker,35,HOU,AL,1.5,81,337,304,43,71,14,1,18,52,0,0,28,75,.234,.306,.464,.769,111,.342,114,141,8,4,0,1,2,*3/DH,,walkech02
42,Bobby Witt Jr.,26,KCR,AL,4.3,76,337,299,40,88,19,1,10,32,28,4,35,57,.294,.368,.465,.833,134,.386,138,139,6,1,0,2,3,*6,,wittbo02
43,Brice Turang*,26,MIL,NL,3.1,74,336,283,58,75,16,3,11,47,13,2,49,87,.265,.371,.459,.831,129,.370,128,130,6,0,2,2,3,*4/6,,turanbr02
44,Ketel Marte#,32,ARI,NL,1.4,76,335,306,42,81,17,2,13,47,1,0,25,47,.265,.319,.461,.780,114,.337,109,141,4,1,0,3,0,*4D/H,,marteke01
45,Mike Trout,34,LAA,AL,2.8,74,335,265,54,62,12,0,17,36,7,0,66,83,.234,.394,.472,.866,144,.391,149,125,5,4,0,0,8,*8D,,troutmi01
46,Shea Langeliers,28,ATH,AL,3.0,73,334,303,49,80,16,0,19,42,1,1,26,64,.264,.329,.505,.834,124,.360,121,153,4,4,0,1,2,*2D,,langesh01
47,CJ Abrams*,25,WSN,NL,3.0,79,333,290,51,83,15,2,17,57,13,4,30,67,.286,.369,.528,.897,149,.392,150,153,4,10,0,3,2,*6/HD,,abramcj01
48,Wilyer Abreu*,27,BOS,AL,3.0,77,333,298,35,81,16,2,10,38,6,2,30,64,.272,.335,.440,.775,118,.339,115,131,6,0,1,3,1,*9,,abreuwi02
49,Matt Chapman,33,SFG,NL,2.8,79,333,289,35,70,17,1,7,42,0,1,36,74,.242,.333,.381,.714,105,.319,106,110,6,5,0,3,1,*5/D,,chapmma01
50,Luis Arraez*,29,SFG,NL,2.4,75,332,299,40,96,16,6,3,30,6,0,18,13,.321,.358,.445,.803,129,.355,128,133,5,3,5,7,3,*4/DH,,arraelu01
51,Willy Adames,30,SFG,NL,1.1,78,331,311,40,70,19,1,14,32,1,2,18,91,.225,.269,.428,.697,96,.308,98,133,2,1,0,1,0,*6,,adamewi01
52,Brandon Lowe*,31,PIT,NL,2.8,75,331,293,50,73,19,1,19,51,0,0,33,83,.249,.326,.515,.842,128,.364,127,151,3,2,0,3,0,*4/DH,,lowebr01
53,Yandy Díaz,34,TBR,AL,2.5,75,330,287,41,95,14,1,12,51,1,0,32,44,.331,.412,.512,.924,155,.403,155,147,9,9,0,2,4,*D,,diazya01
54,Tyler Soderstrom*,24,ATH,AL,2.3,78,330,285,41,70,20,2,13,41,1,1,42,58,.246,.345,.467,.812,119,.360,122,133,7,2,0,1,4,*7/HD,,soderty01
55,Jordan Walker,24,STL,NL,3.0,77,330,303,46,88,16,0,18,58,10,3,23,84,.290,.342,.521,.864,141,.380,144,158,6,2,0,2,1,*9/DH,,walkejo02
56,Corbin Carroll*,25,ARI,NL,3.5,77,329,287,48,80,17,9,13,42,9,1,36,70,.279,.365,.537,.901,147,.390,144,154,4,4,0,2,1,*9/D,,carroco02
57,Cole Young*,22,SEA,AL,2.3,82,328,295,34,74,12,1,7,37,2,3,22,58,.251,.315,.369,.684,96,.302,94,109,2,7,1,3,0,*4/6,,youngco01
58,Jakob Marsee*,25,MIA,NL,-0.2,79,327,273,40,54,10,3,4,19,18,9,43,77,.198,.321,.300,.621,78,.296,86,82,1,7,3,1,0,*8/HD,,marseja01
59,Vladimir Guerrero Jr.,27,TOR,AL,0.7,77,326,282,44,77,12,0,4,32,6,1,35,35,.273,.356,.358,.714,96,.326,95,101,9,4,0,5,5,*3/DH,,guerrvl02
60,Chase Meidroth,24,CHW,AL,1.4,77,325,289,44,77,14,0,6,25,2,2,27,81,.266,.331,.377,.708,99,.317,98,109,4,2,4,2,0,*4/6H5,,meidrch01
61,Geraldo Perdomo#,26,ARI,NL,2.2,77,325,266,35,62,10,3,4,27,11,7,48,40,.233,.349,.338,.687,93,.315,96,90,7,2,4,5,0,*6/H,,perdoge01
62,Ben Rice*,27,NYY,AL,2.0,75,325,281,56,79,15,2,22,53,2,0,40,76,.281,.372,.584,.956,162,.411,162,164,5,2,0,2,3,3D/H,,ricebe01
63,Josh Naylor*,29,SEA,AL,-0.3,75,324,295,28,76,10,0,8,33,14,3,25,42,.258,.319,.373,.692,98,.318,99,110,11,2,0,1,2,*3,,naylojo01
64,Kazuma Okamoto,30,TOR,AL,1.9,79,324,286,42,69,11,0,18,51,0,0,32,102,.241,.324,.469,.793,113,.344,110,134,5,4,0,2,0,*5/3D,,okamoka01
65,William Contreras,28,MIL,NL,1.6,74,323,288,45,87,12,0,8,48,1,2,30,42,.302,.365,.427,.792,119,.351,120,123,7,1,0,4,3,*2D/H,,contrwi02
66,Manny Machado,33,SDP,NL,-0.4,77,323,283,37,52,13,0,14,43,1,1,34,72,.184,.267,.378,.645,79,.292,80,107,6,0,1,5,1,*5/D,,machama01
67,Jarren Duran*,29,BOS,AL,0.6,73,322,295,37,59,9,2,12,38,11,0,21,96,.200,.258,.366,.624,75,.281,69,108,2,3,0,3,0,*7/8DH,,duranja01
68,Willson Contreras,34,BOS,AL,2.7,77,321,275,38,76,13,2,16,46,1,1,29,83,.276,.371,.513,.883,148,.383,148,141,7,14,0,3,1,*3/D,,contrwi01
69,Josh Jung,28,TEX,AL,1.4,75,321,291,36,86,17,0,8,31,1,1,24,54,.296,.355,.436,.792,131,.352,134,127,13,4,0,2,0,*5,,jungjo01
70,Jackson Merrill*,23,SDP,NL,0.8,76,321,293,34,62,15,1,8,31,15,1,24,79,.212,.274,.352,.625,74,.283,66,103,4,1,3,0,2,*8,,merrija01
71,Austin Riley,29,ATL,NL,0.5,79,321,285,32,61,12,1,8,36,4,1,28,93,.214,.296,.347,.643,82,.295,83,99,6,6,0,2,0,*5/H,,rileyau01
72,Salvador Perez,36,KCR,AL,-1.0,76,320,298,29,60,9,0,10,30,0,0,12,61,.201,.244,.332,.576,61,.260,59,99,9,6,0,4,1,2D/3,,perezsa02
73,Isaac Paredes,27,HOU,AL,1.3,76,318,273,31,67,15,0,10,41,0,0,31,53,.245,.343,.410,.753,110,.342,114,112,8,11,0,3,0,*53/D4H,,paredis01
74,Marcus Semien,35,NYM,NL,-0.6,80,318,290,30,62,8,1,9,29,6,2,23,68,.214,.271,.341,.613,71,.280,70,99,10,1,1,3,0,*4,,semiema01
75,Kyle Tucker*,29,LAD,NL,0.7,75,318,273,44,64,16,2,6,40,6,0,40,65,.234,.333,.374,.707,98,.324,99,102,0,2,0,3,0,*9/H,,tuckeky01
76,Carson Benge*,23,NYM,NL,1.3,78,316,289,43,74,10,2,9,30,11,2,23,69,.256,.320,.398,.718,100,.334,106,115,2,4,0,0,0,*978/HD,,bengeca01
77,Colson Montgomery*,24,CHW,AL,2.0,76,316,278,36,61,14,0,20,46,1,1,29,99,.219,.313,.486,.799,120,.342,116,135,4,9,0,0,3,*65/HD,,montgco01
78,Byron Buxton,32,MIN,AL,3.0,70,315,289,54,78,14,1,25,41,7,0,22,80,.270,.327,.585,.912,146,.392,143,169,2,3,0,1,1,8D,,buxtoby01
79,Jake Burger,30,TEX,AL,1.8,78,314,286,36,73,14,0,14,48,1,0,24,82,.255,.315,.451,.766,122,.336,121,129,5,2,0,2,0,*3/HD,,burgeja01
80,Hunter Goodman,26,COL,NL,1.8,75,314,284,48,68,12,0,21,39,5,2,25,104,.239,.309,.504,.812,112,.355,112,143,3,4,0,1,2,2D/H,,goodmhu01
81,José Ramírez#,33,CLE,AL,2.5,72,314,268,42,64,18,0,10,33,24,2,41,44,.239,.339,.418,.757,112,.351,112,112,1,1,0,3,5,*5D,,ramirjo01
82,TJ Rumfield*,26,COL,NL,1.9,78,314,278,35,79,15,2,12,43,0,0,28,47,.284,.360,.482,.842,122,.369,123,134,2,6,0,2,0,*3D/H,,rumfitj01
83,Randy Arozarena,31,SEA,AL,2.5,74,313,271,47,77,18,1,7,33,19,4,29,71,.284,.371,.435,.806,131,.373,136,118,7,10,0,3,0,*7/D,,arozara01
84,Josh Bell#,33,MIN,AL,0.1,79,313,286,40,70,15,0,9,49,1,0,23,71,.245,.304,.392,.695,91,.312,90,112,5,2,0,2,0,*D3/H,,belljo02
85,Jazz Chisholm Jr.*,28,NYY,AL,1.0,77,313,276,42,63,10,2,12,33,24,4,34,87,.228,.313,.409,.723,100,.332,98,113,2,1,0,2,0,*4/HD,,chishja01
86,Ernie Clement,30,TOR,AL,1.0,78,311,299,36,88,20,1,7,28,2,1,10,32,.294,.315,.438,.753,103,.331,101,131,5,0,0,2,0,*46/5H,,clemeer01
87,Spencer Torkelson,26,DET,AL,-0.4,80,310,268,30,56,17,0,12,31,0,1,35,101,.209,.307,.407,.714,96,.314,94,109,6,4,0,2,0,*3/H,,torkesp01
88,Alec Bohm,29,PHI,NL,-0.3,77,309,282,24,63,10,0,9,42,1,0,20,44,.223,.278,.355,.633,71,.298,76,100,9,3,0,4,0,*5/3H,,bohmal01
89,Dillon Dingler,27,DET,AL,2.9,74,309,276,42,74,15,2,19,57,0,0,23,65,.268,.336,.543,.879,139,.385,142,150,8,6,0,2,0,*2D/H,,dingldi01
90,Brooks Lee#,25,MIN,AL,0.5,78,309,283,38,68,11,2,13,45,4,2,22,48,.240,.299,.431,.730,99,.332,105,122,4,2,1,1,0,65/H,,leebr02
91,Cam Smith,23,HOU,AL,1.1,81,307,271,31,60,12,1,8,28,9,1,28,79,.221,.301,.362,.662,84,.302,82,98,6,4,0,3,0,*9/H,,smithca07
92,Nick Gonzales,27,PIT,NL,0.9,75,305,283,42,84,11,1,3,35,4,2,16,55,.297,.344,.375,.719,99,.325,99,106,9,5,0,1,0,*54/6H,,gonzani01
93,Casey Schmitt,27,SFG,NL,1.4,72,305,289,35,85,15,1,16,42,7,1,7,60,.294,.321,.519,.840,136,.363,133,150,5,6,0,3,0,7D3/465,,schmica01
94,Chandler Simpson*,25,TBR,AL,0.6,76,303,280,33,74,6,4,0,16,19,8,17,31,.264,.304,.314,.619,72,.287,72,88,2,0,4,2,0,*7/H8,,simpsch01
95,Mauricio Dubón,31,ATL,NL,1.8,75,302,280,32,74,15,2,8,43,1,2,19,44,.264,.316,.418,.733,106,.325,107,117,4,2,0,0,0,678/5HD,,dubonma01
96,Luke Keaschall,23,MIN,AL,0.2,76,302,265,38,66,12,1,2,24,11,3,29,47,.249,.331,.325,.656,83,.306,84,86,4,5,0,3,1,*4/H9,,keasclu01
97,Spencer Steer,28,CIN,NL,0.0,76,301,267,45,64,13,0,13,33,3,0,29,68,.240,.319,.434,.753,105,.333,102,116,8,3,0,2,0,3794/H5D,,steersp01
98,Xander Bogaerts,33,SDP,NL,1.2,75,299,261,32,60,4,0,8,30,10,1,33,55,.230,.321,.337,.658,85,.319,94,88,2,3,0,2,0,*6,,bogaexa01
99,Steven Kwan*,28,CLE,AL,0.8,73,299,251,32,53,9,0,1,13,3,1,39,32,.211,.322,.259,.581,67,.279,70,65,6,3,3,2,1,*87/H,,kwanst01
100,Ceddanne Rafaela,25,BOS,AL,3.7,75,299,277,33,79,18,3,7,35,10,6,15,61,.285,.336,.448,.783,120,.348,124,124,8,6,1,0,0,*8/H,,rafaece01
101,Dansby Swanson,32,CHC,NL,2.3,77,299,256,48,51,9,2,11,46,10,0,37,71,.199,.299,.379,.678,93,.325,103,97,2,1,1,4,0,*6/DH,,swansda01
102,Brandon Marsh*,28,PHI,NL,2.1,76,297,278,46,90,14,2,12,41,8,3,14,74,.324,.357,.518,.875,135,.379,135,144,2,2,0,3,1,*789/H,,marshbr02
103,Masyn Winn,24,STL,NL,1.2,70,297,261,32,64,11,2,3,31,6,2,25,58,.245,.320,.337,.657,87,.306,92,88,7,6,0,5,0,*6,,winnma01
104,Brayan Rocchio#,25,CLE,AL,2.2,78,296,260,31,70,12,2,5,33,12,4,24,40,.269,.344,.388,.732,106,.338,111,101,4,7,2,3,0,*64,,rocchbr01
105,Spencer Horwitz*,28,PIT,NL,1.2,74,295,246,36,69,11,1,10,33,1,0,40,40,.280,.386,.455,.842,131,.374,133,112,10,5,0,4,0,*3/HD,,horwisp01
106,Maikel Garcia,26,KCR,AL,1.7,69,294,268,32,70,17,2,3,30,5,3,24,45,.261,.320,.373,.693,96,.305,92,100,6,0,0,2,0,*5/6HD,,garcima01
107,Jung Hoo Lee*,27,SFG,NL,1.5,72,293,274,41,91,19,3,5,30,5,0,13,27,.332,.365,.478,.843,140,.372,139,131,3,3,0,3,0,*98/H,,leeju01
108,Vinnie Pasquantino*,28,KCR,AL,0.3,68,291,254,28,57,10,2,6,32,3,0,32,51,.224,.309,.350,.660,87,.303,87,89,3,1,0,4,2,*3/H,,pasquvi01
109,Jac Caglianone*,23,KCR,AL,2.1,76,289,261,39,70,12,1,14,30,3,1,24,87,.268,.339,.483,.822,130,.365,132,126,3,4,0,0,0,*93/DH,,caglija01
110,Nolan Arenado,35,ARI,NL,1.1,75,288,256,34,61,14,0,8,33,3,0,23,58,.238,.313,.387,.699,93,.320,96,99,6,6,0,3,1,*5/DH,,arenano01
111,Liam Hicks*,27,MIA,NL,2.1,73,288,248,40,69,7,1,13,53,1,0,29,28,.278,.359,.472,.831,134,.364,133,117,2,5,1,5,1,2D3H,,hicksli01
112,Matt McLain,26,CIN,NL,0.2,75,288,250,31,50,13,0,8,25,11,2,34,75,.200,.303,.348,.651,79,.299,76,87,3,3,1,0,0,*46/H,,mclaima01
113,Carter Jensen*,22,KCR,AL,0.9,75,287,254,39,62,16,0,11,42,1,0,27,76,.244,.314,.437,.751,110,.329,107,111,3,1,0,5,1,2D/H,,jenseca01
114,Bryson Stott*,28,PHI,NL,0.3,75,286,261,30,62,15,3,7,40,15,0,20,49,.238,.296,.398,.694,87,.319,83,104,7,2,2,1,0,*4/H,,stottbr01
115,Ezequiel Tovar,24,COL,NL,-0.5,75,284,264,24,55,14,0,6,25,4,0,15,81,.208,.254,.330,.583,54,.269,49,87,5,2,0,3,0,*6/H,,tovarez01
116,Oneil Cruz*,27,PIT,NL,1.2,64,283,250,45,66,10,0,14,44,21,4,30,98,.264,.350,.472,.822,124,.377,129,118,3,3,0,0,2,*8/DH,,cruzon01
117,Max Muncy*,35,LAD,NL,3.2,75,282,244,47,65,11,0,16,34,1,0,35,68,.266,.365,.508,.873,142,.376,139,124,4,3,0,0,1,*5/H,,muncyma01
118,Michael Harris II*,25,ATL,NL,2.5,73,279,265,37,81,13,0,14,42,4,1,12,57,.306,.337,.513,.850,136,.369,136,136,2,1,0,1,0,*8/HD7,,harrimi04
119,Jake Bauers*,30,MIL,NL,1.5,69,276,236,45,64,12,1,14,48,5,1,37,69,.271,.377,.508,.885,143,.388,144,120,3,3,0,0,3,*37/9HD,,bauerja01
120,Seiya Suzuki,31,CHC,NL,2.3,65,275,240,36,62,10,0,10,31,0,0,31,74,.258,.349,.425,.774,121,.355,130,102,6,3,0,1,3,9D/H,,suzukse01
121,Andrés Giménez*,27,TOR,AL,0.5,77,272,251,22,58,12,1,7,33,10,2,8,53,.231,.274,.371,.645,74,.288,67,93,6,8,2,3,0,*6/H,,gimenan01
122,Troy Johnston*,29,COL,NL,0.2,73,271,242,30,76,22,0,3,35,4,4,22,47,.314,.378,.442,.820,118,.356,117,107,2,4,1,2,0,973D/H,,johnstr02
123,Willi Castro#,29,COL,NL,1.2,69,270,241,36,68,13,0,6,33,6,4,25,68,.282,.356,.411,.766,104,.342,105,99,3,3,0,1,0,4563/7H8,,castrwi01
124,Chase DeLauter*,24,CLE,AL,0.6,66,270,240,24,63,12,1,7,34,2,1,28,36,.263,.337,.408,.745,109,.331,108,98,6,0,0,2,0,9D/H,,delauch01
125,Ryan O'Hearn*,32,PIT,NL,0.3,66,270,246,35,70,11,0,11,45,1,0,20,60,.285,.341,.463,.804,119,.356,121,114,11,2,0,2,1,93D/H,,ohearry01
126,Isaac Collins#,28,KCR,AL,-0.4,72,269,227,28,51,11,0,3,23,4,4,33,65,.225,.333,.313,.646,85,.299,89,71,3,5,2,2,0,*7/H4D,,colliis01
127,J.P. Crawford*,31,SEA,AL,0.7,64,268,224,33,50,5,0,10,24,1,3,38,50,.223,.347,.379,.726,109,.324,111,85,3,5,0,1,0,6/5HD,,crawfjp01
128,Kody Clemens*,30,MIN,AL,1.3,68,266,241,32,58,16,2,11,30,6,2,18,58,.241,.307,.461,.767,109,.337,107,111,4,5,2,0,1,379/84H,,clemeko01
129,Elly De La Cruz#,24,CIN,NL,2.2,60,266,239,41,66,13,2,12,37,10,5,24,78,.276,.346,.498,.844,128,.371,132,119,2,2,0,1,0,*6/D,,delacel01
130,Brett Baty*,26,NYM,NL,0.0,77,265,235,26,51,9,1,3,26,3,1,24,75,.217,.295,.302,.598,68,.280,70,71,2,3,0,2,0,593/H4D6,,batybr01
131,Ezequiel Durán,27,TEX,AL,1.5,72,265,241,32,63,15,2,6,40,5,1,20,64,.261,.318,.415,.733,113,.329,115,100,3,1,1,2,0,6475/9H38,,duranez01
132,Cedric Mullins*,31,TBR,AL,-0.1,68,265,230,26,47,4,1,6,22,13,6,23,52,.204,.290,.309,.598,66,.276,64,71,2,5,4,1,0,*8/H,,mullice01
133,Nasim Nuñez#,25,WSN,NL,1.6,76,265,229,31,55,4,3,0,27,31,3,28,60,.240,.324,.284,.608,74,.310,76,65,1,1,6,1,0,*46/HD,,nunezna01
134,Nolan Schanuel*,24,LAA,AL,1.1,64,265,237,28,62,13,0,6,30,0,1,21,40,.262,.332,.392,.724,104,.332,111,93,8,5,0,2,0,*3/H,,schanno01
135,Trent Grisham*,29,NYY,AL,0.9,66,264,224,40,52,11,2,8,35,6,1,38,42,.232,.341,.406,.747,108,.342,111,91,4,0,0,2,0,*8/H,,grishtr01
136,Juan Soto*,27,NYM,NL,2.3,62,264,224,36,67,7,1,17,38,6,3,38,34,.299,.399,.567,.966,167,.408,164,127,3,0,0,1,6,7D,,sotoju01
137,Ildemaro Vargas#,34,ARI,NL,1.2,70,264,245,38,64,11,2,7,44,1,0,14,24,.261,.305,.408,.714,96,.323,99,100,3,2,1,1,2,34/H5D716,,vargail01
138,Sal Frelick*,26,MIL,NL,-0.4,73,262,228,28,53,11,0,3,29,5,2,23,25,.232,.302,.320,.622,73,.289,73,73,4,1,1,3,1,*9H/D,,frelisa01
139,George Springer,36,TOR,AL,-0.1,59,262,228,26,50,11,0,8,21,6,2,27,50,.219,.309,.373,.682,85,.314,87,85,5,3,0,1,0,*D/H,,springe01
140,Aaron Judge,34,NYY,AL,2.1,59,261,214,43,53,10,0,17,38,5,3,42,72,.248,.375,.533,.907,150,.393,151,114,8,2,0,1,5,9/D,,judgeaa01
141,Jeff McNeil*,34,ATH,AL,-0.2,74,260,232,21,55,10,0,3,20,1,2,21,35,.237,.309,.319,.628,72,.284,70,74,6,4,1,2,1,*4/H395,,mcneije01
142,Jacob Young,26,WSN,NL,0.8,77,260,243,31,55,8,2,8,30,8,2,12,49,.226,.274,.374,.649,81,.302,85,91,4,4,1,0,0,*8/HD,,youngja03
143,Adolis García,33,PHI,NL,-0.7,67,259,231,21,45,8,1,7,21,3,0,21,84,.195,.270,.329,.599,63,.272,57,76,2,4,0,3,0,*9/H8,,garciad02
144,Luis García Jr.*,26,WSN,NL,1.0,75,259,247,34,65,12,3,13,49,2,1,11,41,.263,.293,.494,.787,117,.343,117,122,5,0,0,1,0,*3H/D,,garcilu04
145,Jose Altuve,36,HOU,AL,0.0,60,257,230,36,54,12,0,8,21,1,2,24,58,.235,.309,.391,.700,94,.315,97,90,10,1,1,1,1,*4/D,,altuvjo01
146,Gavin Sheets*,30,SDP,NL,0.2,73,257,228,29,51,13,0,12,33,4,0,27,61,.224,.311,.439,.750,108,.331,105,100,6,2,0,0,0,37D/H9,,sheetga01
147,Jorge Soler,34,LAA,AL,0.2,61,256,223,30,49,10,1,11,37,0,0,25,81,.220,.305,.422,.726,103,.325,105,94,7,4,0,4,0,D/9H,,solerjo01
148,Caleb Durbin,26,BOS,AL,1.4,72,255,232,27,52,16,1,6,32,7,3,15,36,.224,.281,.379,.660,86,.293,83,88,6,4,2,2,0,*5/H,,durbica01
